dataset,bundle_id,true_indice,true_option_char,baseline_prediction,two_stage_prediction,baseline_hit,two_stage_hit,baseline_to_two_stage,candidate_set_same,candidate_overlap_count,stage1_evidence_present,stage1_proxy_prediction,stage1_proxy_hit,stage1_to_stage2,stage1_signals_used,stage1_correct_unique_signals,stage1_wrong_unique_signals,two_stage_confidence,input_indices,baseline_candidate_indices,two_stage_candidate_indices,two_stage_reasoning,input_str,two_stage_target_str
pog_dense,5154,30318,J,J,J,1,1,both_success,True,10,True,J,1,both_success,bi_signal|ui_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_signal|ui_signal|bi_lightgcn_similarity,ui_lightgcn_similarity,high,"[13566, 17567]","[18505, 5103, 22549, 21252, 12326, 28747, 3440, 16974, 4287, 30318]","[18505, 5103, 22549, 21252, 12326, 28747, 3440, 16974, 4287, 30318]","Candidate J has the highest BI co-occurrence (23) and UI co-occurrence (17) signals, along with a very high LightGCN embedding similarity (0.99), indicating a strong historical association with the items in the bundle.",1. 【南风】真皮绣线链条包包女2019新款秋冬时尚女包单肩包斜挎包女; 2. 2019新款春季高跟鞋女细跟百搭法式少女网红性感绒面黑色单鞋,A. 安小落2019夏季新款女装文艺清新气球印花t恤女短袖百搭套头上衣; B. 性感一字肩长裙2019夏装新款气质名媛超仙亮丝吊带挂脖连衣裙女夏; C. 运动鞋女2018秋季新款韩版休闲真皮原宿老爹鞋松糕厚底高跟跑步鞋; D. 欧洲站哑光纯羊皮拼接皮裤绵羊皮女九分小脚2019新款大码打底裤冬; E. 日本羊毛礼帽凹造型大檐黑色毡帽秋冬英伦复古爵士帽子m宽檐呢帽; F. 地球店格子百褶裙女秋冬2018新款蓬蓬半身裙高腰a字俏皮可爱短裙; G. v领毛衣女毛 针织衫外套春装2019新款修身长袖开衫上衣春秋拼色; H. 2019新款ins衬衣港风韩范学生白色宽松短袖蕾丝衬衫娃娃心机上衣; I. 哈森 冬季羊皮绒时尚流苏靴尖头女靴 侧拉链细高跟踝靴女HA65802; J. 复古少女心金箔亚克力耳环女韩国气质长款个性纯银耳坠耳饰R014
pog_dense,5310,4173,I,G,I,0,1,fail_to_success,True,10,True,I,1,both_success,metadata_fit|bi_signal|embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,embedding_similarity,high,"[16975, 13625]","[9881, 29446, 26660, 180, 18583, 11781, 18613, 9589, 4173, 22976]","[9881, 29446, 26660, 180, 18583, 11781, 18613, 9589, 4173, 22976]","The partial outfit consists of a sweet, floral chiffon top and casual white sneakers. Option I (earrings) is a complementary accessory that fits the 'sweet' and 'feminine' style of the outfit. Crucially, it is the only option with a positive BI co-occurrence signal (bi_signal: 1) and the highest bi_lightgcn_similarity score, suggesting it is frequently bundled with similar items.",1. 【满3件100元】甜美娃娃衫上衣超仙洋气小碎花清新一字露肩雪纺衫; 2. 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501,A. roberta诺贝达女鞋18新款水钻珍珠平底休闲单鞋子RS87215; B. 潘司诺女鞋高贵奢华真丝布烫钻满钻派对尖头高跟鞋细跟浅口女单鞋; C. 半圆原创设计师女装2019夏季新款桑蚕真丝中长款宽松格子连衣裙子; D. 希野2018新款收腰显瘦女神范飘逸长裙仙 裹胸刺绣透视吊带连衣裙; E. 九月陌墨 2019夏季新款女装波点立领棉麻连衣裙 中长款宽松A字裙; F. 玛玛绨2018夏装新款时尚印花下摆打结短袖衬衫女浅蓝宽松短款上衣; G. 拼接马毛女包包2018新款软皮单肩包韩版时尚铆钉手提包百搭斜挎包; H. 1st Ring 复古娃娃领翻领毛衣女套头 拼色宽松秋冬粗毛线秋冬款; I. 韩国 甜美红色爱心耳环s925纯银针耳钉女防过敏吊坠简约长款气质; J. 特步男鞋2019春夏季新款运动鞋男士正品网面学生透气休闲跑步鞋子
pog_dense,5334,9043,B,J,J,0,0,both_fail,True,10,True,E,0,both_fail,metadata_fit|bi_signal|ui_signal,,metadata_fit|bi_signal|ui_signal,high,"[15211, 13302]","[18866, 9043, 24921, 8854, 30964, 25473, 15244, 21981, 7750, 8136]","[18866, 9043, 24921, 8854, 30964, 25473, 15244, 21981, 7750, 8136]","The partial outfit consists of white denim shorts and white sneakers, which is a casual summer look. Option J (a casual short-sleeved T-shirt) is the most appropriate top to complete this summer outfit. Additionally, Option J has the highest UI co-occurrence signal (2), indicating it is frequently purchased or viewed with similar items.",1. 【特】 女夏2018新款宽松显瘦高腰破洞白色牛仔短裤阔腿毛边热裤; 2. ins小白鞋女春季百搭基础皮面学生鞋子平底单鞋真皮板鞋女鞋休闲,A. MG小象高腰休闲裤女春季2019新款韩版修身直筒裤bf风宽松西装裤子; B. 圆领T恤2018新款时尚百搭ins短袖女刺绣上衣; C. 原创设计布衣酱日系格子拼接假两件连衣裙女2018秋装新款学生裙子; D. AI 很有范儿的可折叠百搭帽子 韩版盆帽渔夫帽女日系文艺遮阳帽; E. 2019春季欧美新款银色单鞋女尖头时尚高跟鞋细跟浅口漆皮百搭女鞋; F. 啄木鸟女包2019新款春时尚女士包包女大容量单肩斜跨包百搭手提包; G. 棉衣外套女秋冬2018新款韩版棉袄学生时尚休闲短款大毛领羽绒棉服; H. 欧洲风格站2018冬季新款女鞋羊猄皮长筒尖头细跟高跟百搭长靴女潮; I. LOLOL 2018新款宽松长袖纯色字母印花加绒连帽套头卫衣女学生秋冬; J. JHXC chic刺绣短袖T恤女宽松2018夏季新款学生韩版圆领百搭打底衫
pog_dense,5664,27985,F,F,F,1,1,both_success,True,10,True,G,0,fail_to_success,embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,,embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,medium,"[19688, 5194]","[18789, 8063, 21072, 20775, 10541, 27985, 26444, 24680, 28053, 14206]","[18789, 8063, 21072, 20775, 10541, 27985, 26444, 24680, 28053, 14206]","The partial outfit consists of a pair of flat leather shoes and a midi skirt, which suggests a chic, casual, or vintage-inspired style. Option F (a beret) is a classic accessory that complements this aesthetic well. Furthermore, Option F has the highest 'bi_lightgcn_similarity' score (0.883) among the candidates, indicating a strong historical co-occurrence pattern with similar items in fashion bundles.",1. 欧洲风格站2018秋冬新款女鞋牛皮灯芯绒刺绣平底单鞋小皮鞋洋气款; 2. 朴正义2018秋季新款韩版黑色chic港味一步裙中长款显瘦半身裙子女,A. NOTHOMME日系潮牌宽松版压胶拉链装饰套头卫衣男款花灰色ifashion; B. 茵曼女装新款连衣裙夏小清新条纹假两件背带裙女中长裙修身裙子; C. casio旗舰店SHS-4521防水女士太阳能手表卡西欧官网sheen官方正品; D. 手表女韩版简约气质方形款休闲大气运动网红时尚潮流女士防水女表; E. 春季单靴中筒靴春秋百搭粗跟半筒瘦瘦靴尖头高跟中靴弹力短靴子女; F. ins网红贝雷帽女春秋韩版日系百搭画家帽黑色英伦八角帽女帽子夏; G. 雪地靴女羊皮毛一体2018新款冬季中筒靴子平底真皮保暖学生棉鞋冬; H. 对白2018秋冬新款 字母绣花半高领T恤女 休闲棉质长袖直筒打底衫; I. 宿本法式复古裙过膝2019春秋新款蕾丝chic温柔仙女裙高腰连衣裙女; J. 九月陌墨 2019夏季新款女装印花半袖T恤女 韩版休闲宽松体恤
pog_dense,5680,16238,G,F,G,0,1,fail_to_success,True,10,True,G,1,both_success,bi_signal,bi_signal,,medium,"[22448, 24847]","[1739, 26552, 9270, 13079, 24886, 31099, 16238, 23223, 23974, 8234]","[1739, 26552, 9270, 13079, 24886, 31099, 16238, 23223, 23974, 8234]","The partial outfit consists of jewelry (a bracelet and earrings). Option G (a pair of elegant leather loafers) has the highest BI co-occurrence signal (2) among the candidates, suggesting it is frequently paired with such accessories in fashion contexts. Other options like the dress (C) or bags (J) have lower signals (1).",1. Givenchy/纪梵希水晶手镯女手链手镯首饰简约镶钻玫瑰金6【重复】; 2. 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品,A. 三彩2018秋装新品 真丝衬衫中袖V领纯色桑蚕丝通勤宽松套头衫女; B. 2019潮鞋春款夏款春季高帮帆布鞋女鞋子韩版布鞋学生板鞋小白鞋女; C. 法式桔梗仙女裙春夏无袖a字赫本小黑裙显瘦吊带中长款大摆连衣裙; D. 彩虹彩色短袖原宿条纹T恤女宽松韩版学生2018新款韩系chic上衣夏; E. 云上生活2018夏小西装领气质款短袖衬衫纯色衬衣C8266; F. 不莱玫小包包女2019新款迷你斜挎包女韩版链条单肩可爱手机包ins; G. 烫社交女鞋2018夏季新款黑色方扣牛皮英伦平底鞋时尚单鞋女乐福鞋; H. 美美的夏夏 优雅温柔小女人仿貂绒大毛领呢子外套女2018冬季新款; I. XC 燕麦咖 别样的高级感 松紧高腰加厚针织九分裤女哈伦裤萝卜裤; J. 莲灿2017新款布拉格精灵款民族风牛皮刺绣小方包大容量单肩斜挎包
pog_dense,5811,370,D,E,J,0,0,both_fail,True,10,True,J,0,both_fail,metadata_fit|bi_signal|ui_signal|embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,,metadata_fit|bi_signal|embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,high,"[30641, 17939]","[26309, 5991, 14371, 370, 7755, 23897, 30575, 29810, 13122, 18888]","[26309, 5991, 14371, 370, 7755, 23897, 30575, 29810, 13122, 18888]","Candidate J has the highest BI LightGCN similarity (0.994), a positive BI signal, and a metadata fit of 1, indicating it is highly compatible with the existing wool coat and beret outfit. While G also has a high BI signal, J's metadata fit and similarity scores are superior.",1. AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子; 2. 九月陌墨 2019春秋新款女装中长休闲毛呢外套女 韩版宽松呢子大衣,A. 一脚蹬毛毛鞋女新款2018百搭韩版高跟外穿懒人兔毛豆豆鞋女冬加绒; B. 精致迷你耳坠超小耳钉耳骨钉女纯银气质百搭韩国爆款个性简约耳环; C. 2019春季新款中长款碎花百褶黑色吊带连衣裙女海边渡假无袖背心裙; D. 毛边破洞牛仔裤女2018冬新款气质显瘦直筒裤宽松休闲九分乞丐裤8; E. 马丁靴女日系2018新款秋冬学生复古真皮平底短靴森女系短筒大头鞋; F. 芭蕾蛋卷鞋女鞋2018新款浅口单鞋女尖头平底韩版百搭红色平底鞋; G. 【买二送一】宿本 慵懒风开衫2018秋冬新款长袖外套中长款女; H. 艺圃原创S925纯银梅花镶白玉髓耳坠女复古气质耳环超仙气 耳饰; I. 秋季马丁靴女2018新款细跟短靴加绒鞋女瘦瘦靴韩版百搭尖头高跟靴; J. 小宜定制 2018新款韩版气质大翻领全羊毛双面呢大衣短款呢外套
pog_dense,6256,3296,A,A,A,1,1,both_success,True,10,True,D,0,fail_to_success,ui_signal,,ui_signal,medium,"[8553, 10484]","[3296, 30666, 22241, 831, 13470, 9078, 9124, 29189, 28818, 5307]","[3296, 30666, 22241, 831, 13470, 9078, 9124, 29189, 28818, 5307]","The partial outfit consists of a pleated skirt and boots, which are feminine fashion items. Option A (a minimalist shoulder bag) is a highly compatible accessory for this outfit. While Option D has a UI signal, it is a pair of jeans, which is redundant and stylistically conflicting with the existing pleated skirt in the bundle. Option A is the most logical stylistic completion.",1. 步履不停规则下摆设计松紧腰百褶裙 41642; 2. 靴子女2018新款秋冬chic马丁靴女英伦风短靴学生平底韩版复古百搭,A. 【南风】黑色极简小方包2018新款时尚简约女包单肩包斜挎包小包包; B. 九月陌墨 2019夏季新款女装韩版连帽牛仔连衣裙女 中长休闲百搭; C. BJHG夏季欧美街头纯色宽松立体多口袋工装短裤潮男休闲运动五分裤; D. AMBOSC 2018冬季新品 复古高腰丹宁色经典设计卷边阔腿直筒牛仔裤; E. 【备用】ASSC 新款时尚潮流 杨幂 权志龙同款鸭舌帽 棒球帽; F. edacity超火裤子女 百搭2018秋冬新款韩版显瘦直筒紧身小脚牛仔裤; G. 首瑞正品玫瑰金女士手表女真皮带女表防水时尚款女潮流休闲石英表; H. 韩版糖果色可爱不对称马卡龙色耳钉女飞机小马小熊蝴蝶结星星耳环; I. 小狍2018新款可爱甜美粉色独角兽加绒字母印花卫衣女长袖学生; J. MG小象夹克女长袖秋季外套宽松bf风帅气外衣2018新款学生短款上衣
pog_dense,6358,19488,J,A,J,0,1,fail_to_success,True,10,True,J,1,both_success,embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,embedding_similarity|bi_lightgcn_similarity,ui_lightgcn_similarity,medium,"[9115, 22754]","[18856, 309, 23968, 23058, 23787, 26059, 10555, 6796, 12495, 19488]","[18856, 309, 23968, 23058, 23787, 26059, 10555, 6796, 12495, 19488]","Candidate J has the highest `bi_lightgcn_similarity` (0.821) among all options, indicating a strong learned association with the existing items in the bundle. It is a stylish, modern handbag that complements the watch and loafers in the partial outfit.",1. 宾派星空皮带手表女时尚潮流女士手表防水时尚款女2019新款石英表; 2. 西遇女鞋2018新款珍珠漆皮休闲小皮鞋平底复古乐福鞋女一脚蹬单鞋,A. Micocah 包包女 斜挎包 小方包2019新款 单肩手提包简约ins超火; B. 陌上猫原创美国14K包金珍珠耳环短款圈圈耳钩简约防过敏耳饰品; C. 一力米灰2018新款圆头秋冬季瘦瘦粗跟平底长筒弹力长靴过膝靴女靴; D. 雪纺连衣裙女夏2018新款温柔裙超仙少女小个子收腰ins超火的裙子; E. JOYDIVISION 戴妃包：Diana 真皮优雅手拿包 知性简约女包 手工; F. MOCO半袖运动棒球领 立领收腰 拉链刺绣连衣裙MA171DRS125 摩安珂; G. 素旧安歌 荷叶袖休闲百褶裙 2019春装新款文艺复古A型黑色连衣裙; H. 妙侣平底后系带女靴2018秋冬新款平跟针织弹力袜靴女瘦瘦圆头短靴; I. 伊布都ibudu2017冬装新品连帽流苏长袖加绒卫衣女E742705Z00; J. 小瑞靓包纯色锁扣小方包包女2018新款欧美时尚斜挎链条包单肩小包
pog_dense,6455,4402,I,I,B,1,0,success_to_fail,True,10,True,B,0,both_fail,ui_signal|embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,,ui_signal|embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,high,"[21010, 30641]","[22469, 6294, 6458, 27897, 28841, 1165, 15524, 14075, 4402, 15477]","[22469, 6294, 6458, 27897, 28841, 1165, 15524, 14075, 4402, 15477]","The partial outfit consists of a vintage-style dress and a beret, which are feminine, vintage, and fashion-oriented items. Option B (a mesh dress) is the only candidate with a positive UI co-occurrence signal (9) and the highest embedding similarity (0.719), indicating it is frequently purchased or viewed alongside similar items in the dataset, making it the most logical addition to the bundle.",1. 宿本 赫本复古裙高腰2019夏装新款蕾丝连衣裙高领长袖中长款女; 2. AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子,A. 雅痞制噪 日系秋冬复古束脚裤牛仔裤男宽松街头九分裤哈伦裤潮牌; B. MG小象网纱连衣裙2019新款女装夏装中长款初恋裙学生超仙气质裙子; C. 韩都衣舍2018新款女装春装宽松显瘦长袖打底T恤OU10484堯; D. 糖力 夏装新款欧美女装爱心印花斜肩荷叶边连衣裙显瘦A字裙; E. 【清仓款】贝蒂佩琪白色高跟鞋女2018夏季新款真皮细跟花朵凉鞋; F. 樱花粉色碎花蛋糕裙连衣裙长袖春装2018新款女长裙韩版层叠荷叶边; G. 高帮皮鞋男板鞋棉鞋春季2019春季新款网红潮鞋男鞋韩版潮流高邦; H. 透明包包女2018新款潮果冻菱格链条包大容量手提包百搭单肩斜挎包; I. 也桃 日系韩版气质原创心形耳环饰品925银耳钉无耳洞耳夹可爱甜美; J. 晶咕定制人头印花宽松破洞短袖T恤女装2018夏装新款韩版潮人体恤
pog_dense,6475,29744,J,J,C,1,0,success_to_fail,True,10,True,C,0,both_fail,embedding_similarity,,embedding_similarity,medium,"[7653, 1912]","[5480, 3306, 22169, 12863, 8615, 14622, 18520, 26948, 14965, 29744]","[5480, 3306, 22169, 12863, 8615, 14622, 18520, 26948, 14965, 29744]","The partial outfit consists of summer-themed items (sandals and a floral chiffon dress). Option C (a minimalist, original design handbag) has the highest embedding similarity (0.6416) and fits the aesthetic of a summer vacation outfit better than the other options, which are either seasonal mismatches (winter coats/boots) or gender-inappropriate (men's shirts).",1. Marie Claire夏季镶钻凉鞋海边粗跟度假丁字丝缎水钻平底MC仙女鞋; 2. 2018新款夏chic中长款碎花显瘦超仙女温柔裙子稍少女心雪纺连衣裙,A. 黑色金丝绒刺绣抽绳两用单肩包手提包 油果日记; B. 春秋装女2019新款高冷范女装气质修身包臀酒红色针织连衣裙女卫衣; C. 山水集包包女2019新款原创ins简约婚包红色手提斜挎单肩真皮女包; D. 麦叙《醉红妆》复古红色可爱毛呢外套女冬季新款中长款加厚大衣; E. NOTHOMME日系潮牌假两件纯色衬衫男款简约衬衣街头嘻哈; F. 【南风】拼色手提包包女2018新款秋冬时尚女包拉链单肩包休闲挎包; G. Mr.8原创手工牛皮女生信封包森女系单肩包日系迷你斜挎包复古小包; H. 大叔家保暖做旧星星脏鞋女秋冬新款毛毛鞋系带厚毛棉鞋加绒小白鞋; I. 林珊珊2019新款度假风文艺清新印花无袖吊带裙夏; J. 蝴蝶结仿珍珠耳线耳环女长款吊坠气质韩国简约个性小清新耳坠耳钉
pog_dense,6488,12038,A,D,A,0,1,fail_to_success,True,10,True,A,1,both_success,bi_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_signal|bi_lightgcn_similarity,ui_lightgcn_similarity,high,"[16462, 16598]","[12038, 25436, 16142, 15841, 12701, 19572, 16305, 23221, 398, 27413]","[12038, 25436, 16142, 15841, 12701, 19572, 16305, 23221, 398, 27413]","Candidate A has a positive BI co-occurrence signal (5) and the highest LightGCN similarity (0.8536), indicating a strong historical association with the items in the partial outfit (a bag and leggings). The item (snow boots) is also seasonally and stylistically consistent with the provided items.",1. 小优家包包女2019新款宽带斜挎包女包撞色小方包上新小包包单肩包; 2. MG小象黑色打底裤女秋冬2018新款外穿紧身小脚裤学生ulzzang裤子,A. 韩版平底雪地靴女2018新款chic厚底网红短靴冬兔毛棉鞋短筒毛毛鞋; B. 跑量基础款打底衫 2019春夏新款半高领纯色百搭宽松显瘦针织衫女; C. 范思蓝恩条纹雪纺衬衫女长袖春装上衣2018新款韩范V领蝴蝶结衬衣; D. 耳环韩国气质短款清新雏菊花朵猫眼石圆环小耳坠百搭耳钉女耳饰品; E. 凡舒的店 阔腿热裤女夏百搭宽松水洗做旧抓痕卷边牛仔短裤裤子潮; F. HAVERICE饭馆 超显瘦气质女神包臀半裙 立体骨线修身针织半身裙; G. 百丽单鞋女婚鞋新商场同款方型钻细高跟仙女风通勤鞋BVA03CQ8; H. 2019冬宽松复古酒红色新年V领港风chic马海毛毛衣灯笼袖针织上衣; I. 回力男鞋帆布鞋黑色经典款情侣高帮鞋百搭韩版平底学生潮鞋子秋季; J. 拉贝尔7m2018冬装新款韩范宽松立领夹克bf原宿短外套女70009111
